GRANGRUP,GRUPO,SUBGRUPO,VARIEDAD,CODOCUPA,DESOCUPA
6,1,3,36,613,"TRABAJADOR AGRICOLA CALIFICADO, COSECHA/ARBUSTOS"
6,1,3,37,613,"TRABAJADOR AGRICOLA CALIFICADO, HEVEA"
6,1,3,38,613,"TRABAJADOR AGRICOLA CALIFICADO, HUERTOS"
6,1,3,39,613,"TRABAJADOR AGRICOLA CALIFICADO, LUPULO"
6,1,3,40,613,"TRABAJADOR AGRICOLA CALIFICADO, PLANTACIONES/ARBUSTOS"
6,1,3,41,613,"TRABAJADOR AGRICOLA CALIFICADO, PLANTACIONES/TE"
6,1,3,42,613,"TRABAJADOR AGRICOLA CALIFICADO, VITICULTURA"
6,1,3,43,613,VINICULTOR
6,1,3,44,613,VITICULTOR
6,1,4,0,614,GRICULTORES (EXPLOTADORES); TRABAJADORES CALIFICADOS DE HUER
6,1,4,1,614,"CULTIVADOR, HONGOS"
6,1,4,2,614,"CULTIVADOR, SETAS Y CHAMPI¥ONES"
6,1,4,3,614,"CULTIVADOR, VIVEROS"
6,1,4,4,614,"CULTIVADOR, VIVEROS/BULBOS"
6,1,4,5,614,"CULTIVADOR, VIVEROS/ESPECIAS"
6,1,4,6,614,"CULTIVADOR, VIVEROS/HORTALIZAS"
6,1,4,7,614,"CULTIVADOR, VIVEROS/SEMILLAS"
6,1,4,8,614,FLORICULTOR
6,1,4,9,614,"FLORICULTOR, ROSAS"
6,1,4,10,614,"FLORICULTOR, TULIPANES"
6,1,4,11,614,HORTELANO
6,1,4,12,614,HORTICULTOR
6,1,4,13,614,"HORTICULTOR, VIVEROS"
6,1,4,14,614,"JARDINERO, SEMILLERO"
6,1,4,15,614,"JARDINERO, VIVEROS"
6,1,4,16,614,"TRABAJADOR AGRICOLA CALIFICADO, CESPED"
6,1,4,17,614,"TRABAJADOR AGRICOLA CALIFICADO, CULTIVO DE HONGOS"
6,1,4,18,614,"TRABAJADOR AGRICOLA CALIFICADO, HORTICULTURA"
6,1,4,19,614,"TRABAJADOR AGRICOLA CALIFICADO, VIVERO"
6,1,5,0,615,"EXPLOTADORES AGRICOLAS, POLIVALENTES O MIXTOS (AGRICOLAS, PE"
6,1,5,1,615,"AGRICULTOR (EXPLOTADOR), POLICULTIVOS"
6,1,5,2,615,"AGRICULTOR FORESTAL, TRABAJADOR INDEPENDIENTE"
6,1,5,3,615,"AGRICULTOR GANADERO, TRABAJADOR INDEPENDIENTE"
6,1,5,4,615,"EXPLOTADOR AGRICOLA, TRABAJADOR INDEPENDIENTE"
6,1,5,5,615,"EXPLOTADOR AGROPECUARIO, TRABAJADOR INDEPENDIENTE"
6,1,5,6,615,"CAMPESINO, TRABAJADOR INDEPENDIENTE"
6,1,5,7,615,"GANADERO FORESTAL, TRABAJADOR INDEPENDIENTE"
6,1,5,8,615,"TRABAJADOR AGRICOLA CALIFICADO, POLICULTIVOS"
6,1,6,0,616,EXPLOTADOR FORESTAL
6,1,6,1,616,"EXPLOTADOR, FORESTAL O BOSQUES"
6,1,6,2,616,ALMADIERO
6,1,6,3,616,"ASERRADOR, MONTE"
6,1,6,4,616,"CLASIFICADOR, TRONCOS"
6,1,6,5,616,CORTADOR DE TRAVIESAS DE FERROCARRIL Y/O POSTES
6,1,6,6,616,"CUBICADOR, MADERA"
6,1,6,7,616,"DESCORCHADOR, ALCORNOQUES"
6,1,6,8,616,"DESCORTEZADOR, ARBOLES"
6,1,6,9,616,"ESCALADOR-PODADOR, ARBOLES"
6,1,6,10,616,"ESCUADRADOR, TRONCOS"
6,1,6,11,616,"SUPERVISOR, FORESTAL"
6,1,6,12,616,"FLOTADOR, TRONCOS"
6,1,6,13,616,GABARRERO
6,1,6,14,616,GANCHERO FORESTAL
6,1,6,15,616,GUARDABOSQUES
6,1,6,16,616,"MARCADOR, ARBOLES"
6,1,6,17,616,"PLANTADOR, ARBOLES/SILVICULTURA"
6,1,6,18,616,"PODADOR, SILVICULTURA"
6,1,6,19,616,"SECADOR, CORCHO"
6,1,6,20,616,TALADOR EN GENERAL (CORTADOR DE ARBOLES)
6,1,6,21,616,TRABAJADOR FORESTAL CALIFICADO
6,1,6,22,616,"TRABAJADOR FORESTAL CALIFICADO, REPOBLACION FORESTAL"
6,1,6,23,616,"TRABAJADOR FORESTAL CALIFICADO, SILVICULTURA"
6,1,6,24,616,"TROZADOR, ARBOLES"
6,1,6,25,616,"TROZADOR, TRAVIESAS DE FERROCARRIL"
6,1,6,26,616,"TROZADOR, VIGAS"
6,1,7,1,617,"CARBONERO, CARBON VEGETAL"
6,1,7,2,617,"DESTILADOR, MADERA"
6,1,7,3,617,"TRABAJADOR CARBONERO CALIFICADO, CARBON VEGETAL/TECNICAS TRA"
6,1,7,4,617,"TRABAJADOR FORESTAL CALIFICADO, DESTILACION DE MADERA/TECNIC"
6,2,0,0,620,CRIADORES Y TRABAJADORES PECUARIOS CALIFICADOS DE LA CRIA DE
6,2,1,0,621,"CRIADORES DE GANADO, PECUARIO Y OTROS ANIMALES (EXCEPTO EL G"
6,2,1,1,621,"CRIADOR, AUQUENIDOS"
6,2,1,2,621,"CRIADOR, CABALLOS"
6,2,1,3,621,"CRIADOR, CONEJOS"
6,2,1,4,621,"CRIADOR, CORDEROS DE ASTRACAN"
6,2,1,5,621,"CRIADOR, CUYES"
6,2,1,6,621,"CRIADOR, GANADO VACUNO (EXCEPTO GANADO LECHERO)"
6,2,1,7,621,"CRIADOR, GANADO BOVINO"
6,2,1,8,621,"CRIADOR, GANADO CABALLAR"
6,2,1,9,621,"CRIADOR, GANADO CAPRINO/CABRAS (LANA)"
6,2,1,10,621,"CRIADOR, GANADO OVINO (LANA)"
6,2,1,11,621,"CRIADOR, GANADO PORCINO"
6,2,1,12,621,"CRIADOR, REPRODUCTORES"
6,2,1,13,621,ESQUILADOR
6,2,1,14,621,JEFE DE CUADRA
6,2,1,15,621,GANADERO
6,2,1,16,621,"GANADERO, AUQUENIDOS"
6,2,1,17,621,"GANADERO, CUNICULTOR/CONEJO"
6,2,1,18,621,"GANADERO, CUYES"
6,2,1,19,621,"GANADERO, TORO DE LIDIA"
6,2,1,20,621,GANADERO VACUNO (EXECPTO GANADO LECHERO)
6,2,1,21,621,GANADERO CABALLO
6,2,1,22,621,GANADERO LANAL
6,2,1,23,621,GANADERO PORCINO
6,2,1,24,621,"INSEMINADOR, GANADO"
6,2,1,25,621,ORDE¥ADOR
6,2,1,26,621,TRABAJADOR PECUARIO CALIFICADO
6,2,1,27,621,"TRABAJADOR PECUARIO CALIFICADO, CRIADERO DE ANIMALES"
6,2,1,28,621,"TRABAJADOR PECUARIO CALIFICADO, GANADERIA"
6,2,1,29,621,"TRABAJADOR PECUARIO CALIFICADO, GANADO VACUNO"
6,2,1,30,621,"TRABAJADOR PECUARIO CALIFICADO, GANADO LANAR"
6,2,1,31,621,"TRABAJADOR PECUARIO CALIFICADO, GANADO PORCINO"
6,2,2,0,622,EXPLOTADOR DE GANADO LECHERO
6,2,2,1,622,CRIADOR DE VACAS LECHERAS
6,2,2,2,622,CRIADOR DE CABRAS PARA LA PRODUCCION DE LECHE
6,2,3,0,623,AVICULTORES Y TRABAJADORES CALIFICADOS DE LA AVICULTURA
6,2,3,1,623,AVICULTOR
6,2,3,2,623,"AVICULTOR, CRIA/CRIADERO"
6,2,3,3,623,"AVICULTOR, HUEVOS"
6,2,3,4,623,"AVICULTOR, INCUBACION ARTIFICIAL"
6,2,3,5,623,"AVICULTOR, OCAS"
6,2,3,6,623,"AVICULTOR, PATOS"
6,2,3,7,623,"AVICULTOR, PAVOS"
6,2,3,8,623,"AVICULTOR, POLLOS"
6,2,3,9,623,"CLASIFICADOR, POLLOS"
6,2,3,10,623,"CRIADOR, AVES DE CAZA"
6,2,3,11,623,"CRIADOR, AVES DE CORRAL"
6,2,3,12,623,"GRANJERO, AVICULTOR"
6,2,3,13,623,"INSEMINADOR, AVES"
6,2,3,14,623,"SEXADOR, POLLOS"
6,2,3,15,623,"TRABAJADOR CALIFICADO, AVICULTURA"
6,2,3,16,623,"TRABAJADOR CALIFICADO, INCUBADORAS"
6,2,4,0,624,APICULTORES Y SERICULTORES Y TRABAJADORES CALIFICADOS DE LA
6,2,4,1,624,APICULTOR (CRIADOR DE ABEJAS)
6,2,4,2,624,"CRIADOR, GUSANO DE SEDA"
6,2,4,3,624,SERICICULTOR
6,2,4,4,624,"TRABAJADOR CALIFICADO, APICULTURA"
6,2,4,5,624,"TRABAJADOR CALIFICADO, SERICICULTURA"
6,2,5,0,625,CRIADORES Y TRABAJADORES PECUARIOS CALIFICADOS DE OTROS ANIM
6,2,5,1,625,"ADIESTRADOR, PERROS"
6,2,5,2,625,"CRIADOR, ANIMALES DE LABORATORIO/COBAYOS"
6,2,5,3,625,"CRIADOR, ANIMALES NO DOMESTICOS/PIELES FINAS"
6,2,5,4,625,"CRIADOR, ANIMALES SALVAJES/PIELES FINAS"
6,2,5,5,625,"CRIADOR, ANIMALES/RESERVAS NATURALES"
6,2,5,6,625,"CUIDADOR, ANIMALES/PARQUES ZOOLOGICOS"
6,2,5,7,625,"CUIDADOR, ANIMALES/RESERVAS NATURALES"
6,2,5,8,625,CRIADOR DE GATOS
6,2,5,9,625,CRIADOR DE PERROS
6,2,5,10,625,"ENTRENADOR, CABALLOS DE CARRERA"
6,2,5,11,625,"GUARDIAN, GANADO"
6,2,5,12,625,"GUARDIAN, PAJARERA"
6,2,5,13,625,"GUARDIAN, PARQUE ZOOLOGICO"
6,2,5,14,625,"TRABAJADOR CALIFICADO, AVES Y PAJAROS SALVAJES"
6,2,5,15,625,"TRABAJADOR, ANIMALES SALVAJES/PIELES FINAS"
6,2,5,16,625,"TRABAJADOR, CRIA DE PAJAROS SALVAJES"
6,2,5,17,625,"TRABAJADOR, ZOOLOGICO"
6,2,6,0,626,TRABAJADORES FORESTALES CALIFICADOS AFINES
6,2,7,0,627,CARBONEROS DE CARBON VEGETAL Y AFINES
6,3,0,0,630,"PESCADORES, CAZADORES Y TRAMPEROS"
6,3,1,0,631,PISICULTORES
6,3,1,1,631,ENCARGADO DE ACUARIO
6,3,1,2,631,PISCICULTOR CRIADORES DE ESPECIES ACUATICAS
6,3,1,3,631,PISICULTOR DE TRUCHAS
6,3,1,4,631,TRABAJADOR DE PISCIGRANJAS
6,3,1,5,631,LANGOSTERO
6,3,1,6,631,OSTRICULTOR
6,3,1,7,631,MARISCADOR/MARISQUERO
6,3,1,8,631,MEJILLONERO
6,3,1,9,631,OSTRERO
6,3,1,10,631,LARVERO
6,3,2,0,632,PESCADORES DE AGUA DULCE Y EN AGUAS COSTERAS
6,3,2,1,632,"BUZO, PESCADOR/ESPONJAS"
6,3,2,2,632,"BUZO, PESCADOR/OSTRAS"
6,3,2,3,632,PESCADOR DE RIO
6,3,2,4,632,PESCADOR DE LAGO
6,3,2,5,632,"PESCADOR, AGUA DULCE"
6,3,2,6,632,"PESCADOR, COSTERO"
6,3,2,7,632,"PESCADOR, ESPONJAS"
6,3,2,8,632,"PESCADOR, MARISCADOR"
6,3,2,9,632,"PESCADOR, MEJILLONERO"
6,3,2,10,632,"PESCADOR, OSTRAS PERLIFERAS"
6,3,3,0,633,PESCADORES DE ALTA MAR
6,3,3,1,633,ALMADRABERO
6,3,3,2,633,ANCHOVETERO
6,3,3,3,633,PESCADOR DE ALTURA
6,3,3,4,633,PESCADOR DE BAJURA
6,3,3,5,633,PESCADOR DE BOLICHERA
6,3,3,6,633,"PESCADOR, RASTRA"
6,3,3,7,633,"PESCADOR, ATUNERO"
6,3,3,8,633,REDERO DE MAR
6,3,3,9,633,"TRIPULACION DE BARCOS PESQUEROS, OTROS"
6,3,4,0,634,BALLENEROS
6,3,4,1,634,ARPONERO
6,3,4,2,634,BALLENERO
6,3,4,3,634,"CAZADOR, BALLENAS"
6,3,4,4,634,"DESCUARTIZADOR, BALLENAS"
6,3,5,0,635,CULTIVADOR O RECOLECTORES DE CRUSTACEOS Y MARISCOS
6,3,5,1,635,CAMARONERO
6,3,5,2,635,"RECOLECTOR DE ALGAS, ESPONJAS O MUSGO MARINO"
6,3,5,3,635,CARACOLERO
6,3,5,4,635,CAZADORES DE TORTUGAS MARINAS
6,3,5,5,635,CONCHERO
6,3,5,6,635,"CAZADORES DE OTROS ANIMALES ACUATICOS (FOCAS, LOBOS MARINOS,"
6,3,5,7,635,CHORERO
6,3,5,8,635,CRIADOR DE OSTRAS
6,3,6,0,636,OTROS TRABAJADORES ASIMILADOS A LA PESCA
6,3,6,1,636,CAZADOR DE ANIMALES SALVAJES
6,3,6,2,636,"CAZADOR DE VENADO, CHINCHILLA"
6,3,6,3,636,CAZADOR DE AVES
6,3,6,4,636,CAZADOR DE MONOS
6,3,6,5,636,CAZADOR DE ANIMALES DE PIELES
6,3,6,6,636,CAZADOR DE SERPIENTES
6,3,6,7,636,"CAZADOR, OTROS"
6,3,7,0,637,CAZADORES Y TRAMPEROS
6,3,7,8,637,TRAMPEROS
6,4,0,0,640,TRABAJADORES AGROPECUARIOS
6,4,1,0,641,TRABAJADORES AGROPECUARIOS
6,4,1,1,641,"AGRICULTOR, SUBSISTENCIA"
6,4,1,2,641,"TRABAJADOR AGRICOLA CALIFICADO, CULTIVOS DE SUBSISTENCIA"
6,4,1,3,641,"PESCADOR, SUBSISTENCIA"
6,4,1,4,641,"TRABAJADOR, PESCADOR CALIFICADO, PESCA DE SUBSISTENCIA"
7,0,0,0,700,"OBREROS, OPERADORES DE LAS ACTIVIDADES DE MINAS, CANTERAS, P"
7,1,0,0,710,"MINEROS, CANTEROS, SONDISTAS Y TRABAJADORES ASIMILADOS"
7,1,1,0,711,"MINEROS CANTEROS Y OBREROS DEL TRATAMIENTO DE MINERALES, ROC"
7,1,1,1,711,ADORNISTAS
7,1,1,2,711,APIRI
7,1,1,3,711,"APUNTALADOR, ADEMADOR, ALADERO, ENTIBADOR, MINAS"
7,1,1,4,711,"ARTILLERO, MINAS Y CANTERAS"
7,1,1,5,711,APURADOR-LAVADOR DE MINERAL
7,1,1,6,711,ASERRADOR DE PIEDRA
7,1,1,7,711,"BARRENERO, DINAMITERO"
7,1,1,8,711,CAPATAZ O CONTRAMAESTRE DE MINAS Y CANTERAS
7,1,1,9,711,CLASIFICADOR DE PIEDRA
7,1,1,10,711,"COLECTOR DE MUESTRAS,MINAS"
7,1,1,11,711,"CONDUCTOR DE MAQUINA ROZADORA, CORTADORA, PERFORADORA,ETC"
7,1,1,12,711,CONDUCTOR DE MAQUINA CONTINUA DE ARRANQUE
7,1,1,13,711,CRIBADOR DE CARBON O MINERALES
7,1,1,14,711,DESMUESTRADOR O COLECTOR DE MUESTRAS
7,1,1,15,711,"DINAMITERO, PEGADOR, MINAS Y CANTERAS"
7,1,1,16,711,"DOLADOR, PIEDRAS"
7,1,1,17,711,"ENGANCHADOR, MINAS"
7,1,1,18,711,ESCOGEDOR DE MINERALES
7,1,1,19,711,ESCOGEDOR DE PIEDRAS
7,1,1,20,711,ESTRIBADOR DE MINERALES
7,1,1,21,711,"ENTIBADOR, ENMADERADOR DE MINA O DE GALERIA"
7,1,1,22,711,GRABADOR DE INSCRIPCIONES Y PIEDRA A MANO
7,1,1,23,711,GRABADOR MOTIVOS SIMPLES EN BLOQUES DE PIEDRAS
7,1,1,24,711,GRABADOR DE PIEDRA CON ESTARCIDORES
7,1,1,25,711,GRABADOR DE RELIEVE EN PIEDRA A MANO
7,1,1,26,711,HENDEDOR DE PIEDRAS
7,1,1,27,711,LAVADOR DE ORO
7,1,1,28,711,LAVADOR DE MINERALES
7,1,1,29,711,"MACHACADOR, TRITURADOR, MINERALES"
7,1,1,30,711,"MANIOBRISTA, MINAS"
7,1,1,31,711,MOLINERO DE MINERAL
7,1,1,32,711,OPERADOR DE APARATO DE PRECIPITACION
7,1,1,33,711,"OPERADOR DE CONO DE SEPARACION, MINAS"
7,1,1,34,711,OPERADOR DE CRIBAS HIDRAULICAS
7,1,1,35,711,OPERADOR DE INSTALACIONES DE FLOTACION
7,1,1,36,711,OPERADOR DE PRENSA DE PELLETS DE MINERAL
7,1,1,37,711,OPERADOR DE QUEBRANTADORA DE MINERAL
7,1,1,38,711,OPERADOR DE QUEBRANTADORA DE ROCAS
7,1,1,39,711,OPERADOR DE TRITURADORA DE MINERALES
7,1,1,40,711,"PALERO, MINAS"
7,1,1,41,711,"PEGADOR, MINAS Y CANTERAS"
7,1,1,42,711,PERFORADORES DE MINAS
7,1,1,43,711,PERFORADOR DE PIEDRAS
7,1,1,44,711,PRENSADOR DE BRIQUETAS DE CARBON
7,1,1,45,711,PULIDOR DE PIEDRA A MANO
7,1,1,46,711,PULIDOR DE PIEDRA A MAQUINA
7,1,1,47,711,"SACAMUESTRAS, MINAS"
7,1,1,48,711,TALLADOR DE LAMINAS
7,1,1,49,711,TALLADOR DE PIEDRA
7,1,1,50,711,"TERRAPLENISTA,MINAS"
7,1,1,51,711,"TERRERISTA, MINAS"
7,1,1,52,711,"TOLVERO,MINAS Y CANTERAS"
7,1,1,53,711,"TOMADOR DE MUESTRAS,MINAS"
7,1,1,54,711,"TORNERO, LABRA  DE PIEDRA"
7,1,1,55,711,TRAZADOR SOBRE PIEDRA
7,1,1,56,711,TRECHEADOR DE MINAS Y CANTERAS
7,1,1,57,711,"TRITURADOR, MINERALES"
7,1,1,58,711,TRONZADOR DE PIEDRAS
7,1,2,0,712,SONDISTAS Y TRABAJADORES ASIMILADOS
7,1,2,1,712,"CEMENTADOR, POZOS DE PETROLEO Y GAS"
7,1,2,2,712,"CONDUCTORES DE PERFORADORA DE PERCUSION, POZOS DE PETROLEO Y"
7,1,2,3,712,"CONDUCTORES DE TREN DE SONDEO POR ROTACION, POZOS DE PETROLE"
7,1,2,4,712,DESINCRUSTADOR DE POZOS DE PETROLEO Y GAS
7,1,2,5,712,"MECANICO DE SONDAS, POZOS DE PETROLEO Y GAS"
7,1,2,6,712,OPERADOR DE ACIDIFICACION DE POZOS DE PETROLEO
7,1,2,7,712,OTROS SONDISTAS Y TRABAJADORES ASIMILADOS
7,1,2,8,712,"PEON DE TORRE, PETROLEO"
7,1,2,9,712,"PERFORADOR CON APARATO ROTATIVO, POZOS DE PETROLEO Y GAS"
7,1,2,10,712,PERFORADOR DE POZOS DE AGUA
7,1,2,11,712,PERFORADOR DE POZOS ARTESIANOS
7,1,2,12,712,PERFORADOR DE POZOS PETROLIFEROS
7,1,2,13,712,SONDISTA DE POZOS EN EXPLOTACION
7,1,2,14,712,"SONDISTA, CONDUCTOR DE PERFORADORA DE PERCUSION, PETROLEO Y"
7,1,2,15,712,"SONDISTA, EXCEPTO POZOS DE PETROLEO Y GAS"
7,1,2,16,712,"SONDISTA, POZOS DE PETROLEO Y GAS"
7,1,2,17,712,"SONDISTA, RECUPERACION Y MANTENIMIENTO DE CILINDROS DE PETRO"
7,1,2,18,712,"SONDISTA, CONDUCTORES DE TREN DE SONDEO POR ROTACION,"
7,1,2,19,712,TUBEROS DE SONDEO
7,1,3,0,713,OBREROS DE HORNOS METALURGICOS
7,1,3,1,713,"AYUDANTE, HORNO ALTO"
7,1,3,2,713,CARGADOR DE HORNO ALTO
7,1,3,3,713,COLADOR DE HORNO ALTO
7,1,3,4,713,"FUNDIDOR DE ALTO HORNO, FUSION DE MINERAL"
7,1,3,5,713,"FUNDIDOR DE CONVERTIDOR DE ACERO, AL OXIGENO"
7,1,3,6,713,"FUNDIDOR DE CONVERTIDOR BESSEMER, DE ACERO"
7,1,3,7,713,FUNDIDOR EN EL AFINO Y REFINO DE METALES NO FERREOS
7,1,3,8,713,FUNDIDOR EN HORNOS
7,1,3,9,713,FUNDIDOR EN HORNO DE ACERO MARTIN SIEMENS
7,1,3,10,713,FUNDIDOR EN HORNO THOMAS
7,1,3,11,713,"FUNDIDOR EN HORNO ELECTRICO DE ARCO, REFINO DE ACERO"
7,1,3,12,713,FUNDIDOR EN HORNO DE CONVER. Y AFINADO DE METAL.NO FERREOS
7,1,3,13,713,HORNERO DE ALTO HORNO
7,1,3,14,713,HORNERO DE CONVERTIDOR BASSEMER
7,1,3,15,713,HORNERO DE CONVERSION Y AFINACION DE METALES  NO FERREOS
7,1,3,16,713,HORNERO DE HORNO THOMAS O ELKEM
7,1,4,0,714,OPERADOR DE TRENES DE LAMINACION
7,1,4,1,714,AUXILIAR DE TREN DE LAMINACION
7,1,4,2,714,AYUDANTE DE TREN DE LAMINACION
7,1,4,3,714,LAMINADOR DE ACERO EN CALIENTE
7,1,4,4,714,LAMINADOR DE ACERO EN TREN CONTINUO
7,1,4,5,714,LAMINADOR DE ACERO EN FRIO
7,1,4,6,714,LAMINADOR DE METALES NO FERREOS
7,1,4,7,714,LAMINADOR DE PRODUCTOS SEMIACABADOS DE ACERO
7,1,4,8,714,LAMINADOR DE TUBOS SIN SOLDADURA
7,1,4,9,714,MAQUINISTA DE TREN DE LAMINACION
7,1,4,10,714,OPERARIO DE TREN DE LAMINACION
7,1,4,11,714,OPERARIO DE LAMINADO DE REVESTIMIENTO
7,1,4,12,714,OPERARIO DE LAMINADO REVERSIBLE
7,1,5,0,715,OPERAD.EN HORNOS DE SEGUNDA FUSION Y DE RECALENTADO
7,1,5,1,715,AYUDANTE DE HORNO DE SEGUNDA FUSION O DE RECALENTADO
7,1,5,2,715,COLADOR DE HORNO DE SEGUNDA FUSION
7,1,5,3,715,"FUNDIDOR DE CRISOLES, SEGUNDA FUSION"
7,1,5,4,715,FUNDIDOR DE CUBILOTE
7,1,5,5,715,"FUNDIDOR EN HORNO DE REVERBERO, SEGUNDA FUSION"
7,1,5,6,715,"FUNDIDOR DE HORNO DE HOGAR ABIERTO, SEG. FUSION"
7,1,5,7,715,"FUNDIDOR EN HORNO ELECTRICO, SEGUNDA FUSION"
7,1,5,8,715,FUNDIDOR EN SEGUNDA FUSION
7,1,5,9,715,HORNERO DE SEGUNDA FUSION
7,1,5,10,715,OPERADOR DE HORNO DE RECALENTAR
7,1,6,0,716,COLADORES DE METALES EN MOLDES
7,1,6,1,716,COLADOR DE HORNO A PRESION
7,1,6,2,716,COLADOR DE MOLDES A MAQUINA CENTRIFUGADORA
7,1,6,3,716,"COLADOR EN MOLDES, PIEZAS DE METAL"
7,1,6,4,716,FUNDIDOR DE PIEZAS DE MOLDES
7,1,6,5,716,OPERADOR DE MAQUINA CENTRIFUGADORA DE COLADA
7,1,6,6,716,OPERADOR DE MAQUINA DE COLAR DE PRESION
7,1,6,7,716,OPERADOR DE MAQUINA COLADA CONTINUA DE TUBOS Y VARILLAS
7,1,6,8,716,OPERARIO DE NAVE DE COLADA
7,1,6,9,716,OPERARIO DE COLADA CONTINUA
7,1,7,0,717,MOLDEADORES Y MACHEROS
7,1,7,1,717,PREPARADOR DE MOLDES SOBRE BANCO
7,1,7,2,717,CONSTRUCTOR DE MACHOS A MANO
7,1,7,3,717,CONSTRUCTOR DE MACHOS A MAQUINA
7,1,7,4,717,MACHERO A MANO
7,1,7,5,717,MACHERO A MAQUINA
7,1,7,6,717,MOLDEADOR A MAQUINA
7,1,7,7,717,MOLDEADOR DE ARTESA
7,1,7,8,717,MOLDEADOR DE CAJA
7,1,7,9,717,PREPARADOR DE MOLDES EN EL SUELO Y EN FOSAS
7,1,7,10,717,PREPARADOR DE MOLDES A MAQUINA
7,1,8,0,718,OBREROS DEL TRATAMIENTO DE LOS METALES
7,1,8,1,718,BRONCEADOR
7,1,8,2,718,CEMENTADOR DE METALES
7,1,8,3,718,CEMENTADOR DE METALES POR NUTRICION
7,1,8,4,718,CEMENTADOR DE METALES POR CIANURIZACION
7,1,8,5,718,CEMENTADOR DE METALES POR CARBONIZACION
7,1,8,6,718,CONDUCTOR DE PRENSA DE ESTIRAR METALES
7,1,8,7,718,CROMADOR
7,1,8,8,718,"ELECTROPLASTIA, GALVANIZADOR"
7,1,8,9,718,EMENTADOR DE METALES
7,1,8,10,718,ESTIRADOR DE TUBOS SIN SOLDADURA
7,1,8,11,718,EXTRUSOR DE METALES
7,1,8,12,718,GALVANIZADOR EN BA¥O CALIENTE
7,1,8,13,718,METALIZADOR A PISTOLA
7,1,8,14,718,METALIZADOR EN BA¥O CALIENTE
7,1,8,15,718,NIQUELADOR
7,1,8,16,718,NORMALIZADOR DE METALES
7,1,8,17,718,OPERADOR DE MAQUINA RECUBRIDORA DE ALAMBRE
7,1,8,18,718,OTROS GALVANIZADORES Y RECUBRIDORES DE METALES
7,1,8,19,718,PLATEADOR
7,1,8,20,718,PULVERIZADOR DE METAL A PISTOLA
7,1,8,21,718,"PUNTERO, METALES"
7,1,8,22,718,RECOCEDOR DE METALES
7,1,8,23,718,REVESTIDOR EN BA¥O CALIENTE
7,1,8,24,718,TEMPLADOR DE METALES
7,1,8,25,718,TREFILADOR A MANO
7,1,8,26,718,TREFILADOR A MAQUINA
7,1,8,27,718,ZINCADOR EN BA¥O CALIENTE
7,1,9,0,719,OBREROS METALURGICOS NO CLASIFICADO EN OTRO CODIGO
7,1,9,1,719,DECAPADOR DE METALES
7,1,9,2,719,DESBASTADOR DE PIEZAS DE MOLDEO
7,1,9,3,719,LIMPIADOR DE METALES
7,1,9,4,719,LIMPIADOR DE METALES POR ONDAS ULTRASONICAS
7,1,9,5,719,"LIMPIADOR POR CHORRO DE ARENA, METALES"
7,1,9,6,719,"OPERADOR DE SOPLADOR DE ARENA, PARA LIMPIAR METALES"
7,1,9,7,719,PAVONADOR DE METALES
7,1,9,8,719,PULIDOR DE PIEZAS DE METAL COLADO
7,1,9,9,719,PULIDOR DE PIEZAS DE MOLDEO
7,2,0,0,720,OBREROS DE TRATAMIENTO DE LA MADERA Y DE LA FABRICACION DE P
7,2,1,0,721,OBREROS DEL TRATAMIENTO DE LA MADERA
7,2,1,1,721,IMPREGNADOR DE MADERA
7,2,1,2,721,OPERADOR DE HORNO DE SECADO DE MADERA
7,2,1,3,721,SECADOR DE MADERA
7,2,2,0,722,"ASERRADOR, OPERAR. MAQ. DE CONTRACHAPADO Y TRABAJADOR ASIMIL"
7,2,2,1,722,"ASERRADOR EN GENERAL, SERRERIAS"
7,2,2,2,722,CLASIFICADOR DE MADERA
7,2,2,3,722,CONDUCTOR DE DESCORTEZADORA
7,2,2,4,722,CORTADOR  DE CHAPA DE MADERA
7,2,2,5,722,CORTADOR DE PAJA DE MADERA
7,2,2,6,722,DESCORTEZADOR A MAQUINA
7,2,2,7,722,ENCOLADOR DE CHAPAS DE MADERA
7,2,2,8,722,OPERADOR DE MAQUINA PELADORA PARA CHAPAS
7,2,2,9,722,"OPERADOR DE MAQUINA INTERCALADORA DE CHAPAS, CONTRACHAPADO"
7,2,2,10,722,OPERADOR DE PRENSA DE CONTRACHAPADO
7,2,2,11,722,OPERADOR DE PRENSA DE MADERA TERCIADA
7,2,2,12,722,OPERADOR DE SIERRA DE CINTA
7,2,2,13,722,OPERADOR DE SIERRAS DE RECORTAR TABLAS
7,2,2,14,722,"SERRUCHADOR,ASERRADERO"
7,2,3,0,723,PREPARADORES DE PASTA PARA PAPEL
7,2,3,1,723,BLANQUEADOR DE PASTA PARA PAPEL
7,2,3,2,723,CONDUCTOR DE DESFIBRADORA DE MADERA
7,2,3,3,723,"CONDUCTOR DE MOJADORAS, PASTA DE PAPEL"
7,2,3,4,723,"CONDUCTOR DE TRITURADORAS, PULPA DE MADERA"
7,2,3,5,723,"CORTADOR DE TRAPOS, PASTA DE PAPEL"
7,2,3,6,723,CORTADOR DE VIRUTA PARA PULPA DE MADERA
7,2,3,7,723,DESFIBRADOR RASPADOR DE MADERA
7,2,3,8,723,"LEJIADOR, PASTA PARA PAPEL"
7,2,3,9,723,"OPERADOR DE BATIDORA, PULPA DE MADERA"
7,2,3,10,723,"OPERADOR DE CALDERA, PASTA PARA PAPEL"
