GRANGRUP,GRUPO,SUBGRUPO,VARIEDAD,CODOCUPA,DESOCUPA
2,6,6,6,266,BIOGRAFO
2,6,6,7,266,"COMENTARISTA, ACTUALIDADES"
2,6,6,8,266,"COMENTARISTA, DEPORTES"
2,6,6,9,266,"COMENTARISTA, RADIO Y TELEVISION"
2,6,6,10,266,"CORRESPONSAL, MEDIOS DE INFORMACION"
2,6,6,11,266,CRITICO
2,6,6,12,266,"CRITICO, ARTE"
2,6,6,13,266,"CRITICO, ARTES PLASTICAS"
2,6,6,14,266,"CRITICO, CINEMATOGRAFICO"
2,6,6,15,266,"CRITICO, LITERARIO"
2,6,6,16,266,"CRITICO, MUSICA"
2,6,6,17,266,"CRITICO, RADIO"
2,6,6,18,266,"CRITICO, TEATRO"
2,6,6,19,266,"CRITICO, TELEVISION"
2,6,6,20,266,CRONISTA
2,6,6,21,266,"CRONISTA, DEPORTES"
2,6,6,22,266,"CRONISTA, TRIBUNALES"
2,6,6,23,266,DIALOGUISTA
2,6,6,24,266,"EDITOR, LIBROS/REVISTAS"
2,6,6,25,266,EDITORIALISTA
2,6,6,26,266,ENSAYISTA
2,6,6,27,266,ESCRITOR
2,6,6,28,266,"ESCRITOR, LIBRETOS"
2,6,6,29,266,"ESCRITOR, NOVELAS"
2,6,6,30,266,"ESCRITOR, POESIA"
2,6,6,31,266,"ESCRITOR, TEATRO"
2,6,6,32,266,FOLLETINISTA
2,6,6,33,266,GACETILLERO
2,6,6,34,266,GUIONISTA
2,6,6,35,266,HOMBRES DE LETRAS
2,6,6,36,266,LIBRETISTA
2,6,6,37,266,LITERATO
2,6,6,38,266,NOVELISTA
2,6,6,39,266,PERIODISTA
2,6,6,40,266,PERIODISTA REPORTERO
2,6,6,41,266,"PERIODISTA, RADIO"
2,6,6,42,266,"PERIODISTA, TELEVISION"
2,6,6,43,266,POETA
2,6,6,44,266,REDACTOR
2,6,6,45,266,"REDACTOR JEFE, DIARIOS"
2,6,6,46,266,"REDACTOR JEFE, FINANZAS"
2,6,6,47,266,"REDACTOR JEFE, GUIONES/RADIO Y TELEVISION"
2,6,6,48,266,"REDACTOR JEFE, REVISTAS"
2,6,6,49,266,"REDACTOR, ARTICULOS DE FONDO"
2,6,6,50,266,"REDACTOR, INFORMACION PUBLICA"
2,6,6,51,266,"REDACTOR, MODAS"
2,6,6,52,266,"REDACTOR, PRENSA/T.V."
2,6,6,53,266,"REDACTOR, PRENSA/EXTRANJERO"
2,6,6,54,266,"REDACTOR, PUBLICIDAD"
2,6,6,55,266,"REDACTOR, REVISTAS"
2,6,6,56,266,"REDACTOR, TECNICO"
2,6,6,57,266,"REDACTOR, TECNICO/MANUALES"
2,6,6,58,266,REPORTERO
2,6,6,59,266,"REPORTERO, MODA"
2,6,6,60,266,"REPORTERO, PRENSA/T.V. O RADIO"
2,6,6,61,266,JEFE DE REDACCION/DIARIO
2,6,6,62,266,JEFE DE REDACCION/REVISTA
2,6,7,0,267,"FILOLOGOS, TRADUCTORES E INTERPRETES"
2,6,7,1,267,"ESPECIALISTA, FONETICA"
2,6,7,2,267,"ESPECIALISTA, SEMANTICA"
2,6,7,3,267,ETIMOLOGISTA
2,6,7,4,267,FILOLOGO
2,6,7,5,267,"FILOLOGO, ETIMOLOGIA"
2,6,7,6,267,"FILOLOGO, FONETICA"
2,6,7,7,267,"FILOLOGO, FONOLOGIA"
2,6,7,8,267,"FILOLOGO, GRAFOLOGIA"
2,6,7,9,267,"FILOLOGO, LEXICOGRAFIA"
2,6,7,10,267,"FILOLOGO, LINGUISTICA"
2,6,7,11,267,"FILOLOGO, MORFOLOGIA"
2,6,7,12,267,"FILOLOGO, SEMANTICA"
2,6,7,13,267,GRAFOLOGO
2,6,7,14,267,INTERPRETE
2,6,7,15,267,LEXICOGRAFO
2,6,7,16,267,LINGUISTA
2,6,7,17,267,MORFOLOGO
2,6,7,18,267,TRADUCTOR
2,6,8,0,268,PSICOLOGOS
2,6,8,1,268,PSICOLOGO
2,6,8,2,268,PSICOLOGO CLINICO
2,6,8,3,268,"PSICOLOGO, EXPERIMENTOS"
2,6,8,4,268,"PSICOLOGO, INDUSTRIAS"
2,6,8,5,268,"PSICOLOGO, OCUPACIONES"
2,6,8,6,268,"PSICOLOGO, PEDAGOGIA"
2,6,8,7,268,"PSICOLOGO, PROBLEMAS SOCIALES"
2,6,8,8,268,"PSICOLOGO, TRABAJO"
2,6,9,0,269,PROFESIONALES DEL TRABAJO SOCIAL Y ASISTENTE SOCIAL
2,6,9,1,269,ASISTENTE MEDICO SOCIAL
2,6,9,2,269,ASISTENTE SOCIAL
2,6,9,3,269,"ASISTENTE SOCIAL, BIENESTAR SOCIAL"
2,6,9,4,269,"ASISTENTE SOCIAL, DELINCUENCIA"
2,6,9,5,269,"ASISTENTE SOCIAL, DELINCUENCIA/LIBERTAD CONDICIONAL"
2,6,9,6,269,"ASISTENTE SOCIAL, DELINCUENCIA/PREVENCION Y REHABILITACION"
2,6,9,7,269,"ASISTENTE SOCIAL, EMPRESA"
2,6,9,8,269,"ASISTENTE SOCIAL, HOSPITAL"
2,6,9,9,269,"ASISTENTE SOCIAL, PRISIONES"
2,6,9,10,269,"ASISTENTE SOCIAL, PROTECCION DE LA FAMILIA"
2,6,9,11,269,"ASISTENTE SOCIAL, PROTECCION DE LA INFANCIA"
2,6,9,12,269,"ASISTENTE SOCIAL, PSIQUIATRIA"
2,6,9,13,269,"ASISTENTE SOCIAL, REHABILITACION/INCAPACITADOS FISICOS"
2,6,9,14,269,"ASISTENTE SOCIAL, SERVICIOS COMUNITARIOS"
2,6,9,15,269,"ASISTENTE SOCIAL, SERVICIOS CULTURALES"
2,6,9,16,269,"ASISTENTE SOCIAL, SERVICIOS DE AYUDA FAMILIAR"
2,6,9,17,269,"ASISTENTE SOCIAL, SERVICIOS SOCIALES"
2,6,9,18,269,VISITADOR SOCIAL
2,6,9,19,269,"VISITADOR, PRISIONES"
2,7,0,0,270,"PROFESIONALES DE LAS ARTES, ESCULTURA, MUSICA Y AFINES"
2,7,1,0,271,"ESCULTORES, PINTORES Y AFINES"
2,7,1,1,271,ACUARELISTA
2,7,1,2,271,ARTISTA COMERCIAL
2,7,1,3,271,ARTISTA CREATIVO
2,7,1,4,271,ARTISTA PINTOR
2,7,1,5,271,CARICATURISTA
2,7,1,6,271,CERAMISTA ARTISTICO
2,7,1,7,271,"CREADOR, DIBUJOS ANIMADOS"
2,7,1,8,271,"CREADOR, MODELOS/JOYERIA Y ORFEBRERIA"
2,7,1,9,271,"DIBUJANTE, CARICATURISTA"
2,7,1,10,271,"DIBUJANTE, DIBUJOS ANIMADOS"
2,7,1,11,271,"DIBUJANTE, DISE¥O INDUSTRIAL"
2,7,1,12,271,"DIBUJANTE, JOYERIA Y ORFEBRERIA"
2,7,1,13,271,"DIBUJANTE, PUBLICIDAD"
2,7,1,14,271,ESCULTOR
2,7,1,15,271,ESTATUARIO
2,7,1,16,271,GRABADOR ARTISTICO
2,7,1,17,271,IMAGINERO
2,7,1,18,271,MAQUETISTA
2,7,1,19,271,MINIATURISTA
2,7,1,20,271,ORFEBRE ARTISTA
2,7,1,21,271,PAISAJISTA
2,7,1,22,271,PASTELISTA
2,7,1,23,271,"PINTOR, AGUA FUERTE"
2,7,1,24,271,"PINTOR, PINTURA ABSTRACTA"
2,7,1,25,271,"PINTOR, PINTURA FIGURATIVA"
2,7,1,26,271,"PUBLICISTA, RESPONSABLE DE CAMPA¥A PUBLICITARIA"
2,7,1,27,271,"RESTAURADOR, CUADROS"
2,7,1,28,271,"RESTAURADOR, OBRAS DE ARTE"
2,7,1,29,271,RETRATISTA
2,7,2,0,272,"COMPOSITORES, MUSICOS Y CANTANTES"
2,7,2,1,272,ADAPTADOR MUSICAL
2,7,2,2,272,ARMONISTA
2,7,2,3,272,ARPISTA
2,7,2,4,272,ARTISTA LIRICO
2,7,2,5,272,BAJO
2,7,2,6,272,BAJONISTA
2,7,2,7,272,BARITONO
2,7,2,8,272,BATERISTA
2,7,2,9,272,CANTANTE
2,7,2,10,272,"CANTANTE, CONCIERTO"
2,7,2,11,272,"CANTANTE, CORAL"
2,7,2,12,272,"CANTANTE, JAZZ"
2,7,2,13,272,"CANTANTE, MUSICA POPULAR"
2,7,2,14,272,"CANTANTE, OPERA"
2,7,2,15,272,CITARISTA
2,7,2,16,272,CLARINETISTA
2,7,2,17,272,CLAVECINISTA
2,7,2,18,272,COMPOSITOR
2,7,2,19,272,"CONCERTADOR, COROS"
2,7,2,20,272,CONCERTISTA CANTANTE
2,7,2,21,272,CONCERTISTA INSTRUMENTISTA
2,7,2,22,272,CONTRABAJO
2,7,2,23,272,CONTRALTO
2,7,2,24,272,"COPISTA, MUSICA"
2,7,2,25,272,CORISTA
2,7,2,26,272,"DIRECTOR, COROS"
2,7,2,27,272,"DIRECTOR, ORQUESTA SINFONICA"
2,7,2,28,272,"EJECUTANTE, MUSICO"
2,7,2,29,272,FAGOTISTA
2,7,2,30,272,FLAUTISTA
2,7,2,31,272,GUITARRISTA
2,7,2,32,272,INSTRUMENTISTA
2,7,2,33,272,MEZZO-SOPRANO
2,7,2,34,272,OBOISTA
2,7,2,35,272,ORGANISTA
2,7,2,36,272,ORQUESTADOR
2,7,2,37,272,PERCUSIONISTA
2,7,2,38,272,PIANISTA
2,7,2,39,272,SAXOFONISTA
2,7,2,40,272,SOPRANO
2,7,2,41,272,TAMBORILERO
2,7,2,42,272,TENOR
2,7,2,43,272,TROMBONISTA
2,7,2,44,272,TROMPETISTA
2,7,2,45,272,VIOLINISTA
2,7,2,46,272,VIOLONCHELISTA
2,7,2,47,272,"OTROS, COMPOSITORES, MUSICOS Y CANTANTES"
2,7,3,0,273,COREOGRAFOS Y BAILARINES
2,7,3,1,273,BAILARIN
2,7,3,2,273,BAILARINES DE DANZA CLASICA Y MODERNA
2,7,3,3,273,"BAILARIN, BALLET"
2,7,3,4,273,"BAILARIN, SOLISTA"
2,7,3,5,273,BAILARINA
2,7,3,6,273,COREOGRAFO
2,7,3,7,273,"DIRECTOR, DANZA"
2,7,3,8,273,"DIRECTOR, COREOGRAFIA"
2,7,3,9,273,MAESTRO DE BALLET
2,7,4,0,274,"ACTORES Y DIRECTORES DE CINE, RADIO, TEATRO, TELEVISION Y AF"
2,7,4,1,274,ACTOR
2,7,4,2,274,"ACTOR, CINE"
2,7,4,3,274,"ACTOR, TEATRO"
2,7,4,4,274,ACTRIZ
2,7,4,5,274,"ACTRIZ, CINE"
2,7,4,6,274,"ACTRIZ, TEATRO"
2,7,4,7,274,CARICATO
2,7,4,8,274,COMEDIANTE
2,7,4,9,274,"DIRECTOR ARTISTICO, CINE"
2,7,4,10,274,"DIRECTOR ARTISTICO, TEATRO"
2,7,4,11,274,DIRECTOR DE PRODUCCION (RADIO Y T.V.)
2,7,4,12,274,"DIRECTOR, ESCENA/CINE"
2,7,4,13,274,"DIRECTOR, ESCENA/TEATRO"
2,7,4,14,274,"DIRECTOR, FOTOGRAFIA/CINE"
2,7,4,15,274,"DIRECTOR, TEATRO"
2,7,4,16,274,"EMPRESARIO, CINE"
2,7,4,17,274,"IMITADOR, CABARET"
2,7,4,18,274,"LECTOR, RADIO O TELEVISION"
2,7,4,19,274,MIMO
2,7,4,20,274,"REALIZADOR, RADIODIFUSION O TELEVISION"
2,7,4,21,274,"RECITADOR, EXCEPTO RADIO O TELEVISION"
2,7,4,22,274,"RECITADOR, RADIO O TELEVISION"
2,7,4,23,274,"REGENTE, ESCENA"
2,7,4,24,274,TRAGICO
2,7,4,25,274,"OTROS, ACTORES Y DIRECTORES DE CINE, RADIO, TEATRO, TELEVISI"
2,8,0,0,280,OTROS PROFESIONALES Y TRABAJADORES VARIOS
2,8,1,0,281,ESPECIALISTA EN TURISMO Y HOTELERIA
2,8,1,1,281,PROFESIONAL EN HOTELERIA
2,8,1,2,281,PROFESIONAL EN TURISMO
2,8,2,0,282,RELACIONISTA PUBLICO E INDUSTRIAL
2,8,2,1,282,"RELACIONISTA, INDUSTRIAL"
2,8,2,2,282,"RELACIONISTA, LABORAL"
2,8,2,3,282,"RELACIONISTA, PUBLICO"
2,8,2,4,282,"RELACIONISTA, OTROS"
2,8,3,0,283,DIPLOMATICOS
2,8,3,1,283,"DIPLOMATICOS, EXTRANJEROS"
2,8,3,2,283,"DIPLOMATICOS, PERUANOS (EXCEPTO EMBAJADORES Y CONSULES EN FU"
2,8,3,3,283,REPRESENTANTES DE ORGANISMOS INTERNACIONALES
2,8,4,0,284,SACERDOTES DE DISTINTAS RELIGIONES
2,8,4,1,284,ARCIPRESTE
2,8,4,2,284,ARZOBISPO
2,8,4,3,284,BONZO
2,8,4,4,284,CANONIGO
2,8,4,5,284,CAPELLAN
2,8,4,6,284,CURA
2,8,4,7,284,IMAN
2,8,4,8,284,MINISTRO DEL CULTO
2,8,4,9,284,MISIONERO
2,8,4,10,284,MONJA
2,8,4,11,284,MONJE
2,8,4,12,284,OBISPO
2,8,4,13,284,PARROCO
2,8,4,14,284,PASTOR PROTESTANTE
2,8,4,15,284,POOJARI
2,8,4,16,284,PRIOR
2,8,4,17,284,RABINO
2,8,4,18,284,SACERDOTE
2,8,4,19,284,SACERDOTE BUDISTA
2,8,4,20,284,TEOLOGO
2,8,4,21,284,VICARIO
3,0,0,0,300,TECNICOS DE NIVEL MEDIO Y TRABAJADORES ASIMILADOS
3,1,0,0,310,"TECNICOS DE NIVEL MEDIO EN CIENCIAS FISICAS, QUIMICAS, MATEM"
3,1,1,0,311,TECNICOS EN CIENCIAS FISICAS Y QUIMICAS
3,1,1,1,311,"TECNICO, ANALISTA QUIMICO"
3,1,1,2,311,"TECNICO, ASTRONOMIA"
3,1,1,3,311,"TECNICO, FISICA/INVESTIGACION (CIENCIAS FISICAS)"
3,1,1,4,311,"TECNICO, GEOFISICA"
3,1,1,5,311,"TECNICO, GEOLOGIA"
3,1,1,6,311,"TECNICO, LABORATORISTA FISICO O QUIMICO"
3,1,1,7,311,"TECNICO, METEOROLOGIA"
3,1,1,8,311,"TECNICO, OCEANOGRAFIA"
3,1,1,9,311,"TECNICO, QUIMICA/INVESTIGACION (CIENCIAS QUIMICAS)"
3,1,1,10,311,"TECNICO, ESPECIALISTA EN FISICO-QUIMICA"
3,1,2,0,312,"TECNICOS EN INGENIERIA CIVIL, CARTOGRAFOS Y TOPOGRAFOS"
3,1,2,1,312,"APAREJADOR, INGENIERIA CIVIL"
3,1,2,2,312,"TECNICO CALCULISTA, INGENIERIA CIVIL/COSTO DE CONSTRUCCION"
3,1,2,3,312,"TECNICO, AGRIMENSOR"
3,1,2,4,312,"TECNICO, AUXILIAR DE ARQUITECTURA"
3,1,2,5,312,"TECNICO, CARTOGRAFO"
3,1,2,6,312,"TECNICO, FOTOGRAMETRISTA Y AEROFOTOGRAMETRISTA"
3,1,2,7,312,"TECNICO, INGENIERIA CIVIL"
3,1,2,8,312,"TECNICO, INGENIERIA CIVIL/CONSTRUCCION DE VIVIENDAS Y EDIFIC"
3,1,2,9,312,"TECNICO, INGENIERIA CIVIL/CONTRATISTA (CONSTRUCCION)"
3,1,2,10,312,"TECNICO, INGENIERIA CIVIL/ESTRUCTURAS"
3,1,2,11,312,"TECNICO, INGENIERIA CIVIL/HIDRAULICA"
3,1,2,12,312,"TECNICO, INGENIERIA CIVIL/IRRIGACION"
3,1,2,13,312,"TECNICO, INGENIERIA CIVIL/MECANICA DE SUELOS"
3,1,2,14,312,"TECNICO, INGENIERIA CIVIL/SANITARIA"
3,1,3,0,313,"TECNICOS EN ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES"
3,1,3,1,313,"TECNICO, ELECTRICISTA"
3,1,3,2,313,"TECNICO ELECTRICISTA, ALTA TENSION"
3,1,3,3,313,"TECNICO ELECTRICISTA, ENERGIA ELECTRICA/DISTRIBUCION"
3,1,3,4,313,"TECNICO ELECTRICISTA, RADIO Y/O T.V."
3,1,3,5,313,"TECNICO ELECTRICISTA, ILUMINACION"
3,1,3,6,313,"TECNICO ELECTRICISTA, SONIDO"
3,1,3,7,313,"TECNICO, INGENIERIA ELECTRICA"
3,1,3,8,313,"TECNICO CALCULISTA, INGENIERIA ELECTRONICA"
3,1,3,9,313,"TECNICO, INGENIERIA ELECTRONICA"
3,1,3,10,313,"TECNICO, SISTEMAS ELECTRICOS DE AERONAVES"
3,1,3,11,313,"TECNICO, TELECOMUNICACIONES"
3,1,3,12,313,"TECNICO, OPERADOR DE RADAR"
3,1,3,13,313,"TECNICO, TELECOMUNICACIONES/RADIO"
3,1,3,14,313,"TECNICO, TELECOMUNICACIONES/SISTEMAS DE SE¥ALES"
3,1,3,15,313,"TECNICO, TELECOMUNICACIONES/TELEFONO"
3,1,3,16,313,"TECNICO, TELECOMUNICACIONES/TELEGRAFO"
3,1,3,17,313,"TECNICO, TELECOMUNICACIONES/TELEVISION"
3,1,4,0,314,TECNICOS EN INGENIERIA MECANICA Y CONSTRUCCION MECANICA
3,1,4,1,314,"TECNICO CALCULISTA, CONSTRUCCION MECANICA"
3,1,4,2,314,TECNICO AERONAUTICO
3,1,4,3,314,"TECNICO INSPECTOR, NAVAL"
3,1,4,4,314,"TECNICO INSPECTOR, NAVAL/BUQUES"
3,1,4,5,314,TECNICO MECANICO
3,1,4,6,314,"TECNICO MECANICO, ACONDICIONAMIENTO DE AIRE"
3,1,4,7,314,"TECNICO MECANICO, AERONAUTICA"
3,1,4,8,314,"TECNICO MECANICO, AGRICULTURA"
3,1,4,9,314,"TECNICO MECANICO, AUTOMOVILES"
3,1,4,10,314,"TECNICO MECANICO, CALEFACCION, REFRIGERACION Y VENTILACION"
3,1,4,11,314,"TECNICO MECANICO, CONSTRUCCION NAVAL"
3,1,4,12,314,"TECNICO MECANICO, ENERGIA NUCLEAR"
3,1,4,13,314,"TECNICO MECANICO, INSTRUCTOR DE VEHICULOS AUTOMOTORES"
3,1,4,14,314,"TECNICO MECANICO, INSTRUMENTOS"
3,1,4,15,314,"TECNICO MECANICO, LUBRICACION"
3,1,4,16,314,"TECNICO MECANICO, MAQUINARIA Y HERRAMIENTAS INDUSTRIALES"
3,1,4,17,314,"TECNICO MECANICO, MANTENIMIENTO DE AVION"
3,1,4,18,314,"TECNICO MECANICO, MOTORES"
3,1,4,19,314,"TECNICO MECANICO, MOTORES DE COMBUSTION INTERNA"
3,1,4,20,314,"TECNICO MECANICO, MOTORES DE LOCOMOTORAS"
3,1,4,21,314,"TECNICO MECANICO, MOTORES DE PROPULSION A CHORRO"
3,1,4,22,314,"TECNICO MECANICO, MOTORES DIESEL"
3,1,4,23,314,"TECNICO MECANICO, SISTEMAS HIDRAULICOS"
3,1,4,24,314,"TECNICO MECANICO, TURBINAS DE GAS"
3,1,4,25,314,"TECNICO, ACONDICIONAMIENTO DE AIRE"
3,1,4,26,314,"VERIFICADOR, NAVAL"
3,1,5,0,315,TECNICOS EN QUIMICA INDUSTRIAL
3,1,5,1,315,"ESTIMADOR, QUIMICA INDUSTRIAL"
3,1,5,2,315,"TECNICO, FIBRA TEXTIL (DE ING. TEXTIL)"
3,1,5,3,315,"TECNICO, PETROQUIMICA"
3,1,5,4,315,"TECNICO, QUIMICA INDUSTRIAL"
3,1,5,5,315,"TECNICO, QUIMICO INDUSTRIAL/CAUCHO"
3,1,5,6,315,"TECNICO, QUIMICA INDUSTRIAL/GAS"
3,1,5,7,315,"TECNICO, QUIMICA INDUSTRIAL/PLASTICOS"
3,1,5,8,315,"TECNICO, QUIMICA INDUSTRIAL/PETROLEO"
3,1,5,9,315,"TECNICO, QUIMICA INDUSTRIAL/PROCESOS QUIMICOS"
3,1,5,10,315,"TECNICO, QUIMICA INDUSTRIAL/PRODUCCION Y DISTRIBUCION DE GAS"
3,1,5,11,315,"TECNICO, QUIMICA INDUSTRIAL/REFINACION DEL PETROLEO"
3,1,6,0,316,TECNICOS EN INGENIERIA DE MINAS Y METALURGIA
3,1,6,1,316,"ACIDIFICADOR, POZOS DE PETROLEO Y GAS"
3,1,6,2,316,"CEMENTADOR, POZOS DE PETROLEO Y GAS"
3,1,6,3,316,"DESINCRUSTADOR, POZOS DE PETROLEO Y GAS"
3,1,6,4,316,"PEGADOR, POZOS DE PETROLEO Y GAS"
3,1,6,5,316,"TECNICO, ACIDIFICACION/POZOS"
3,1,6,6,316,"TECNICO, EXTRACCION/CARBON"
3,1,6,7,316,"TECNICO, EXTRACCION/GAS (SONDEO DE POZOS)"
3,1,6,8,316,"TECNICO, EXTRACCION/METALES"
3,1,6,9,316,"TECNICO, EXTRACCION/PETROLEO Y GAS NATURAL"
3,1,6,10,316,"TECNICO, METALURGIA/ENSAYADOR DE METALES"
3,1,6,11,316,"TECNICO, METALURGIA/EXTRACCION"
3,1,6,12,316,"TECNICO, METALURGIA/SIDERURGICA"
3,1,6,13,316,"TECNICO, METALURGIA/FUNDICION"
3,1,6,14,316,"TECNICO, METALURGIA/TRATAMIENTO Y/O PRODUCCION DE METALES"
3,1,6,15,316,"TECNICO, MINERIA"
3,1,6,16,316,"TECNICO, SONDEO/POZOS DE PETROLEO Y GAS"
3,1,7,0,317,DELINEANTES Y DIBUJANTES TECNICOS
3,1,7,1,317,DELINEANTE
3,1,7,2,317,"DELINEANTE, ARQUITECTURA"
3,1,7,3,317,"DELINEANTE, CARTOGRAFIA"
3,1,7,4,317,"DELINEANTE, GEOLOGIA"
3,1,7,5,317,"DELINEANTE, ILUSTRACIONES TECNICAS"
3,1,7,6,317,"DELINEANTE, INDUSTRIAL"
3,1,7,7,317,"DELINEANTE, INGENIERIA AERONAUTICA"
3,1,7,8,317,"DELINEANTE, INGENIERIA CIVIL"
3,1,7,9,317,"DELINEANTE, INGENIERIA DE EDIFICIOS"
3,1,7,10,317,"DELINEANTE, INGENIERIA DE SISTEMAS DE CALEFACCION Y VENTILAC"
3,1,7,11,317,"DELINEANTE, INGENIERIA ELECTRICA"
3,1,7,12,317,"DELINEANTE, INGENIERIA ELECTRONICA"
3,1,7,13,317,"DELINEANTE, INGENIERIA MECANICA"
3,1,7,14,317,"DELINEANTE, INGENIERIA NAVAL"
3,1,7,15,317,"DELINEANTE, LITOGRAFIA"
3,1,7,16,317,"DELINEANTE, MATRICES Y HERRAMIENTAS"
3,1,7,17,317,"DELINEANTE, TECNICO"
3,1,7,18,317,"DIBUJANTE, ILUSTRACIONES TECNICAS"
3,1,7,19,317,"DIBUJANTE, PROYECTISTA/ARTES GRAFICAS"
3,1,7,20,317,"DELINEANTE, DIBUJANTES/OTROS"
3,1,7,21,317,SUPERVISOR DE ARTES GRAFICAS
3,1,8,0,318,TECNICOS EN INGENIERIA INDUSTRIAL Y OTROS TECNICOS EN LA IND
3,1,8,1,318,"TECNICO, ALIMENTOS"
3,1,8,2,318,"TECNICO, CALCULO DE COSTOS Y CANTIDADES"
3,1,8,3,318,"TECNICO, CERAMICA"
3,1,8,4,318,"TECNICO, CUEROS Y PIELES"
3,1,8,5,318,"TECNICO, EFICIENCIA INDUSTRIAL"
3,1,8,6,318,"TECNICO, ESTUDIO DEL TRABAJO"
3,1,8,7,318,"TECNICO, INGENIERIA/ESTUDIO DE TIEMPOS Y MOVIMIENTOS"
3,1,8,8,318,"TECNICO, INGENIERIA/METODOS"
3,1,8,9,318,"TECNICO, INGENIERIA/ORGANIZACION INDUSTRIAL"
3,1,8,10,318,"TECNICO, INGENIERIA/PLANIFICACION"
3,1,8,11,318,"TECNICO, INGENIERIA/SEGURIDAD E HIGIENE INDUSTRIAL"
3,1,8,12,318,"TECNICO, INGENIERIA/PRODUCCION"
3,1,8,13,318,"TECNICO, PAPEL"
3,1,8,14,318,"TECNICO, PESQUERIA"
3,1,8,15,318,"TECNICO, SISTEMAS/EXCEPTO INFORMATICOS"
3,1,8,16,318,"TECNICO EN LA INDUSTRIA, OTROS"
3,1,9,0,319,"TECNICOS EN ESTADISTICA, MATEMATICAS Y PROGRAMACION POR COMP"
3,1,9,1,319,TECNICO EN ESTADISTICA
3,1,9,2,319,"TECNICO, EN MATEMATICA"
3,1,9,3,319,"TECNICO EN ESTADISTICA O MATEMATICA, OTROS"
3,1,9,4,319,"PROGRAMADOR, CODIFICADOR DE LOS PROGRAMAS"
3,1,9,5,319,"PROGRAMADOR, DESARROLLO DE LA LOGICA DEL PROCESO"
3,1,9,6,319,"PROGRAMADOR, INFORMATICA/POR COMPUTADORA"
3,1,9,7,319,"PROGRAMADOR, INFORMATICA/ANALISIS DE BASE DE DATOS"
3,1,9,8,319,"PROGRAMADOR, INFORMATICA/ANALISIS DE SISTEMAS"
3,1,9,9,319,"PROGRAMADOR, PRUEBA Y EJECUCION DEL PROGRAMA EN COMPUTADORA"
3,1,9,10,319,"TECNICO, ANALISIS INFORMATICO"
3,1,9,11,319,"TECNICO, PROGRAMACION POR COMPUTADORAS"
3,1,9,12,319,"TECNICO, SERVICIOS INFORMATICOS PARA USUARIOS"
3,2,0,0,320,"OPERADORES DE EQUIPOS ESPECIALIZADOS, FOTOGRAFOS Y AFINES"
3,2,1,0,321,OPERADORES EN CONTROL DE EQUIPOS INFORMATICOS
3,2,1,1,321,"OPERADOR, EQUIPOS INFORMATICOS/COMPUTADORAS"
3,2,1,2,321,"OPERADOR, EQUIPOS INFORMATICOS/UNIDADES PERIFERICAS (IMPRESO"
3,2,1,3,321,"OPERADOR, ALMACENAMIENTO DE DATOS"
3,2,1,4,321,"OPERADOR, PROCESO DE APLICACIONES CATALOGADAS"
3,2,1,5,321,"TECNICO, CONTROL DE EQUIPOS INFORMATICOS"
3,2,2,0,322,FOTOGRAFOS Y OPERADORES DE EQUIPOS DE GRABACION DE IMAGEN Y
3,2,2,1,322,"AYUDANTE DE DIRECCION, CINE"
3,2,2,2,322,"AYUDANTE, DIRECCION CINEMATOGRAFICA"
3,2,2,3,322,CAMAROGRAFO
3,2,2,4,322,"CAMAROGRAFO, CINEMATOGRAFO"
3,2,2,5,322,"CAMAROGRAFO, TELEVISION"
3,2,2,6,322,CINEASTA
3,2,2,7,322,FOTOGRAFO
3,2,2,8,322,FOTOGRAFO AEREO
3,2,2,9,322,FOTOGRAFO COMERCIAL
3,2,2,10,322,FOTOGRAFO INDUSTRIAL
3,2,2,11,322,FOTOGRAFO MEDICO
3,2,2,12,322,FOTOGRAFO PUBLICITARIO
3,2,2,13,322,FOTOGRAFO RETRATISTA
3,2,2,14,322,"FOTOGRAFO, ARQUITECTURA"
3,2,2,15,322,"FOTOGRAFO, ILUSTRACION COMERCIAL"
3,2,2,16,322,"FOTOGRAFO, MICROFOTOGRAFIA"
3,2,2,17,322,"FOTOGRAFO, MODAS"
3,2,2,18,322,"FOTOGRAFO, POLICIA"
3,2,2,19,322,"FOTOGRAFO, PRENSA"
3,2,2,20,322,MONTAJISTA
3,2,2,21,322,"OPERADOR, CAMARA DE CINE"
3,2,2,22,322,"OPERADOR, CAMARA DE TELEVISION"
3,2,2,23,322,"OPERADOR, EQUIPO AUDIO/RADIO"
3,2,2,24,322,"OPERADOR, EQUIPO AUDIO/TELEVISION"
3,2,2,25,322,"OPERADOR, EQUIPO DE SONORIZACION, CINE"
3,2,2,26,322,"OPERADOR, EQUIPO DE RADIO Y TELEVISION"
3,2,2,27,322,"OPERADOR, GRABACION DE SONIDO"
3,2,2,28,322,"OPERADOR, GRABACION DE SONIDO/DISCOS"
3,2,2,29,322,"OPERADOR, GRABACION DE SONIDO/RADIO"
3,2,2,30,322,"OPERADOR, GRABACION DE SONIDO/TELEVISION"
3,2,2,31,322,REPORTERO GRAFICO/FOTOGRAFO REPORTERO
3,2,2,32,322,TECNICO EN AUDIO VISUALES
3,2,2,33,322,"TECNICO, EFECTOS SONOROS/CINE"
3,2,2,34,322,"TECNICO, EQUIPO DE SONORIZACION/RADIO"
